"","Team","G","Date","X3","Opponent","X5","X6","Tm","Opp","W","L","Streak","Notes"
"1124","Los Angeles Lakers",58,"Wed Feb 15 2017","@","Phoenix Suns","L",NA,101,137,19,39,"L 2",NA
"1125","Los Angeles Lakers",59,"Fri Feb 24 2017","@","Oklahoma City Thunder","L",NA,93,110,19,40,"L 3",NA
"1126","Los Angeles Lakers",60,"Sun Feb 26 2017",NA,"San Antonio Spurs","L",NA,98,119,19,41,"L 4",NA
"1127","Los Angeles Lakers",61,"Tue Feb 28 2017",NA,"Charlotte Hornets","L",NA,104,109,19,42,"L 5",NA
"1128","Los Angeles Lakers",62,"Fri Mar 3 2017",NA,"Boston Celtics","L",NA,95,115,19,43,"L 6",NA
"1129","Los Angeles Lakers",63,"Sun Mar 5 2017",NA,"New Orleans Pelicans","L",NA,97,105,19,44,"L 7",NA
"1130","Los Angeles Lakers",64,"Tue Mar 7 2017","@","Dallas Mavericks","L",NA,111,122,19,45,"L 8",NA
"1131","Los Angeles Lakers",65,"Thu Mar 9 2017","@","Phoenix Suns","W",NA,122,110,20,45,"W 1",NA
"1132","Los Angeles Lakers",66,"Sun Mar 12 2017",NA,"Philadelphia 76ers","L",NA,116,118,20,46,"L 1",NA
"1133","Los Angeles Lakers",67,"Mon Mar 13 2017","@","Denver Nuggets","L",NA,101,129,20,47,"L 2",NA
"1134","Los Angeles Lakers",68,"Wed Mar 15 2017","@","Houston Rockets","L",NA,100,139,20,48,"L 3",NA
"1135","Los Angeles Lakers",69,"Fri Mar 17 2017",NA,"Milwaukee Bucks","L",NA,103,107,20,49,"L 4",NA
"1136","Los Angeles Lakers",70,"Sun Mar 19 2017",NA,"Cleveland Cavaliers","L",NA,120,125,20,50,"L 5",NA
"1137","Los Angeles Lakers",71,"Tue Mar 21 2017",NA,"Los Angeles Clippers","L",NA,109,133,20,51,"L 6",NA
"1138","Los Angeles Lakers",72,"Fri Mar 24 2017",NA,"Minnesota Timberwolves","W","OT",130,119,21,51,"W 1",NA
"1139","Los Angeles Lakers",73,"Sun Mar 26 2017",NA,"Portland Trail Blazers","L",NA,81,97,21,52,"L 1",NA
"1140","Los Angeles Lakers",74,"Tue Mar 28 2017",NA,"Washington Wizards","L",NA,108,119,21,53,"L 2",NA
"1141","Los Angeles Lakers",75,"Thu Mar 30 2017","@","Minnesota Timberwolves","L",NA,104,119,21,54,"L 3",NA
"1142","Los Angeles Lakers",76,"Sat Apr 1 2017","@","Los Angeles Clippers","L",NA,104,115,21,55,"L 4",NA
"1143","Los Angeles Lakers",77,"Sun Apr 2 2017",NA,"Memphis Grizzlies","W",NA,108,103,22,55,"W 1",NA
"1144","Los Angeles Lakers",78,"Wed Apr 5 2017","@","San Antonio Spurs","W",NA,102,95,23,55,"W 2",NA
"1145","Los Angeles Lakers",79,"Fri Apr 7 2017",NA,"Sacramento Kings","W",NA,98,94,24,55,"W 3",NA
"1146","Los Angeles Lakers",80,"Sun Apr 9 2017",NA,"Minnesota Timberwolves","W",NA,110,109,25,55,"W 4",NA
"1147","Los Angeles Lakers",81,"Tue Apr 11 2017",NA,"New Orleans Pelicans","W",NA,108,96,26,55,"W 5",NA
"1148","Los Angeles Lakers",82,"Wed Apr 12 2017","@","Golden State Warriors","L",NA,94,109,26,56,"L 1",NA
"1149","Phoenix Suns",1,"Wed Oct 26 2016",NA,"Sacramento Kings","L",NA,94,113,0,1,"L 1",NA
"1150","Phoenix Suns",2,"Fri Oct 28 2016","@","Oklahoma City Thunder","L","OT",110,113,0,2,"L 2",NA
"1151","Phoenix Suns",3,"Sun Oct 30 2016",NA,"Golden State Warriors","L",NA,100,106,0,3,"L 3",NA
"1152","Phoenix Suns",4,"Mon Oct 31 2016","@","Los Angeles Clippers","L",NA,98,116,0,4,"L 4",NA
"1153","Phoenix Suns",5,"Wed Nov 2 2016",NA,"Portland Trail Blazers","W","OT",118,115,1,4,"W 1",NA
"1154","Phoenix Suns",6,"Fri Nov 4 2016","@","New Orleans Pelicans","W","OT",112,111,2,4,"W 2",NA
"1155","Phoenix Suns",7,"Sun Nov 6 2016","@","Los Angeles Lakers","L",NA,108,119,2,5,"L 1",NA
"1156","Phoenix Suns",8,"Tue Nov 8 2016","@","Portland Trail Blazers","L",NA,121,124,2,6,"L 2",NA
"1157","Phoenix Suns",9,"Wed Nov 9 2016",NA,"Detroit Pistons","W",NA,107,100,3,6,"W 1",NA
"1158","Phoenix Suns",10,"Sat Nov 12 2016",NA,"Brooklyn Nets","L",NA,104,122,3,7,"L 1",NA
"1159","Phoenix Suns",11,"Sun Nov 13 2016","@","Golden State Warriors","L",NA,120,133,3,8,"L 2",NA
"1160","Phoenix Suns",12,"Wed Nov 16 2016","@","Denver Nuggets","L",NA,104,120,3,9,"L 3",NA
"1161","Phoenix Suns",13,"Fri Nov 18 2016","@","Indiana Pacers","W",NA,116,96,4,9,"W 1",NA
"1162","Phoenix Suns",14,"Sat Nov 19 2016","@","Philadelphia 76ers","L",NA,105,120,4,10,"L 1",NA
"1163","Phoenix Suns",15,"Mon Nov 21 2016","@","Washington Wizards","L",NA,101,106,4,11,"L 2",NA
"1164","Phoenix Suns",16,"Wed Nov 23 2016","@","Orlando Magic","W",NA,92,87,5,11,"W 1",NA
"1165","Phoenix Suns",17,"Fri Nov 25 2016",NA,"Minnesota Timberwolves","L",NA,85,98,5,12,"L 1",NA
"1166","Phoenix Suns",18,"Sun Nov 27 2016",NA,"Denver Nuggets","L",NA,114,120,5,13,"L 2",NA
"1167","Phoenix Suns",19,"Wed Nov 30 2016",NA,"Atlanta Hawks","W",NA,109,107,6,13,"W 1",NA
"1168","Phoenix Suns",20,"Sat Dec 3 2016","@","Golden State Warriors","L",NA,109,138,6,14,"L 1",NA
"1169","Phoenix Suns",21,"Tue Dec 6 2016","@","Utah Jazz","L",NA,105,112,6,15,"L 2",NA
"1170","Phoenix Suns",22,"Wed Dec 7 2016",NA,"Indiana Pacers","L",NA,94,109,6,16,"L 3",NA
"1171","Phoenix Suns",23,"Fri Dec 9 2016","@","Los Angeles Lakers","W",NA,119,115,7,16,"W 1",NA
"1172","Phoenix Suns",24,"Sun Dec 11 2016",NA,"New Orleans Pelicans","L","OT",119,120,7,17,"L 1",NA
"1173","Phoenix Suns",25,"Tue Dec 13 2016",NA,"New York Knicks","W","OT",113,111,8,17,"W 1",NA
"1174","Phoenix Suns",26,"Thu Dec 15 2016",NA,"San Antonio Spurs","L",NA,92,107,8,18,"L 1",NA
"1175","Phoenix Suns",27,"Sat Dec 17 2016","@","Oklahoma City Thunder","L",NA,101,114,8,19,"L 2",NA
"1176","Phoenix Suns",28,"Mon Dec 19 2016","@","Minnesota Timberwolves","L",NA,108,115,8,20,"L 3",NA
"1177","Phoenix Suns",29,"Wed Dec 21 2016",NA,"Houston Rockets","L",NA,111,125,8,21,"L 4",NA
"1178","Phoenix Suns",30,"Fri Dec 23 2016",NA,"Philadelphia 76ers","W",NA,123,116,9,21,"W 1",NA
"1179","Phoenix Suns",31,"Mon Dec 26 2016","@","Houston Rockets","L",NA,115,131,9,22,"L 1",NA
"1180","Phoenix Suns",32,"Wed Dec 28 2016","@","San Antonio Spurs","L",NA,98,119,9,23,"L 2",NA
"1181","Phoenix Suns",33,"Thu Dec 29 2016",NA,"Toronto Raptors","W",NA,99,91,10,23,"W 1",NA
"1182","Phoenix Suns",34,"Sat Dec 31 2016","@","Utah Jazz","L",NA,86,91,10,24,"L 1",NA
"1183","Phoenix Suns",35,"Mon Jan 2 2017","@","Los Angeles Clippers","L",NA,98,109,10,25,"L 2",NA
"1184","Phoenix Suns",36,"Tue Jan 3 2017",NA,"Miami Heat","W",NA,99,90,11,25,"W 1",NA
"1185","Phoenix Suns",37,"Thu Jan 5 2017","@","Dallas Mavericks","W",NA,102,95,12,25,"W 2",NA
"1186","Phoenix Suns",38,"Sun Jan 8 2017",NA,"Cleveland Cavaliers","L",NA,116,120,12,26,"L 1",NA
"1187","Phoenix Suns",39,"Thu Jan 12 2017",NA,"Dallas Mavericks","L",NA,108,113,12,27,"L 2","at Mexico City Mexico"
"1188","Phoenix Suns",40,"Sat Jan 14 2017",NA,"San Antonio Spurs","W",NA,108,105,13,27,"W 1","at Mexico City Mexico"
"1189","Phoenix Suns",41,"Mon Jan 16 2017",NA,"Utah Jazz","L",NA,101,106,13,28,"L 1",NA
"1190","Phoenix Suns",42,"Thu Jan 19 2017","@","Cleveland Cavaliers","L",NA,103,118,13,29,"L 2",NA
"1191","Phoenix Suns",43,"Sat Jan 21 2017","@","New York Knicks","W",NA,107,105,14,29,"W 1",NA
"1192","Phoenix Suns",44,"Sun Jan 22 2017","@","Toronto Raptors","W",NA,115,103,15,29,"W 2",NA
"1193","Phoenix Suns",45,"Tue Jan 24 2017",NA,"Minnesota Timberwolves","L",NA,111,112,15,30,"L 1",NA
"1194","Phoenix Suns",46,"Thu Jan 26 2017","@","Denver Nuggets","L",NA,120,127,15,31,"L 2",NA
"1195","Phoenix Suns",47,"Sat Jan 28 2017",NA,"Denver Nuggets","L",NA,112,123,15,32,"L 3",NA
"1196","Phoenix Suns",48,"Mon Jan 30 2017",NA,"Memphis Grizzlies","L",NA,96,115,15,33,"L 4",NA
"1197","Phoenix Suns",49,"Wed Feb 1 2017",NA,"Los Angeles Clippers","L",NA,114,124,15,34,"L 5",NA
"1198","Phoenix Suns",50,"Fri Feb 3 2017","@","Sacramento Kings","W",NA,105,103,16,34,"W 1",NA
"1199","Phoenix Suns",51,"Sat Feb 4 2017",NA,"Milwaukee Bucks","L",NA,112,137,16,35,"L 1",NA
"1200","Phoenix Suns",52,"Mon Feb 6 2017","@","New Orleans Pelicans","L",NA,106,111,16,36,"L 2",NA
"1201","Phoenix Suns",53,"Wed Feb 8 2017","@","Memphis Grizzlies","L",NA,91,110,16,37,"L 3",NA
"1202","Phoenix Suns",54,"Fri Feb 10 2017",NA,"Chicago Bulls","W",NA,115,97,17,37,"W 1",NA
"1203","Phoenix Suns",55,"Sat Feb 11 2017","@","Houston Rockets","L",NA,102,133,17,38,"L 1",NA
"1204","Phoenix Suns",56,"Mon Feb 13 2017",NA,"New Orleans Pelicans","L",NA,108,110,17,39,"L 2",NA
"1205","Phoenix Suns",57,"Wed Feb 15 2017",NA,"Los Angeles Lakers","W",NA,137,101,18,39,"W 1",NA
"1206","Phoenix Suns",58,"Fri Feb 24 2017","@","Chicago Bulls","L","OT",121,128,18,40,"L 1",NA
"1207","Phoenix Suns",59,"Sun Feb 26 2017","@","Milwaukee Bucks","L",NA,96,100,18,41,"L 2",NA
"1208","Phoenix Suns",60,"Tue Feb 28 2017","@","Memphis Grizzlies","L",NA,112,130,18,42,"L 3",NA
"1209","Phoenix Suns",61,"Thu Mar 2 2017",NA,"Charlotte Hornets","W",NA,120,103,19,42,"W 1",NA
"1210","Phoenix Suns",62,"Fri Mar 3 2017",NA,"Oklahoma City Thunder","W",NA,118,111,20,42,"W 2",NA
"1211","Phoenix Suns",63,"Sun Mar 5 2017",NA,"Boston Celtics","W",NA,109,106,21,42,"W 3",NA
"1212","Phoenix Suns",64,"Tue Mar 7 2017",NA,"Washington Wizards","L",NA,127,131,21,43,"L 1",NA
"1213","Phoenix Suns",65,"Thu Mar 9 2017",NA,"Los Angeles Lakers","L",NA,110,122,21,44,"L 2",NA
"1214","Phoenix Suns",66,"Sat Mar 11 2017","@","Dallas Mavericks","W",NA,100,98,22,44,"W 1",NA
"1215","Phoenix Suns",67,"Sun Mar 12 2017",NA,"Portland Trail Blazers","L",NA,101,110,22,45,"L 1",NA
"1216","Phoenix Suns",68,"Wed Mar 15 2017",NA,"Sacramento Kings","L",NA,101,107,22,46,"L 2",NA
"1217","Phoenix Suns",69,"Fri Mar 17 2017",NA,"Orlando Magic","L",NA,103,109,22,47,"L 3",NA
"1218","Phoenix Suns",70,"Sun Mar 19 2017","@","Detroit Pistons","L",NA,95,112,22,48,"L 4",NA
"1219","Phoenix Suns",71,"Tue Mar 21 2017","@","Miami Heat","L",NA,97,112,22,49,"L 5",NA
"1220","Phoenix Suns",72,"Thu Mar 23 2017","@","Brooklyn Nets","L",NA,98,126,22,50,"L 6",NA
"1221","Phoenix Suns",73,"Fri Mar 24 2017","@","Boston Celtics","L",NA,120,130,22,51,"L 7",NA
"1222","Phoenix Suns",74,"Sun Mar 26 2017","@","Charlotte Hornets","L",NA,106,120,22,52,"L 8",NA
"1223","Phoenix Suns",75,"Tue Mar 28 2017","@","Atlanta Hawks","L",NA,91,95,22,53,"L 9",NA
"1224","Phoenix Suns",76,"Thu Mar 30 2017",NA,"Los Angeles Clippers","L",NA,118,124,22,54,"L 10",NA
"1225","Phoenix Suns",77,"Sat Apr 1 2017","@","Portland Trail Blazers","L",NA,117,130,22,55,"L 11",NA
"1226","Phoenix Suns",78,"Sun Apr 2 2017",NA,"Houston Rockets","L",NA,116,123,22,56,"L 12",NA
"1227","Phoenix Suns",79,"Wed Apr 5 2017",NA,"Golden State Warriors","L",NA,111,120,22,57,"L 13",NA
"1228","Phoenix Suns",80,"Fri Apr 7 2017",NA,"Oklahoma City Thunder","W",NA,120,99,23,57,"W 1",NA
"1229","Phoenix Suns",81,"Sun Apr 9 2017",NA,"Dallas Mavericks","W",NA,124,111,24,57,"W 2",NA
"1230","Phoenix Suns",82,"Tue Apr 11 2017","@","Sacramento Kings","L",NA,104,129,24,58,"L 1",NA
